央视频道,#genre#
CCTV12,http://116.226.36.186:8088/udp/239.45.3.124:5140
CCTV13,http://116.226.36.186:8088/udp/239.45.0.19:5140
CCTV14,http://116.226.36.186:8088/udp/239.45.3.125:5140
CCTV14,http://116.226.36.186:8088/udp/239.45.3.23:5140
CCTV15,http://116.226.36.186:8088/udp/239.45.0.20:5140
CCTV15,http://116.226.36.186:8088/udp/239.45.3.126:5140
CCTV16,http://116.226.36.186:8088/udp/239.45.0.10:5140
CCTV17,http://116.226.36.186:8088/udp/239.45.3.251:5140
CCTV17,http://116.226.36.186:8088/udp/239.45.3.52:5140


CCTV1,http://114.89.205.126:4022/udp/239.45.3.145:5140
CCTV1,http://114.89.205.126:4022/udp/239.45.3.88:5140
CCTV2,http://114.89.205.126:4022/udp/239.45.0.1:5140
CCTV2,http://114.89.205.126:4022/udp/239.45.3.208:5140
CCTV3,http://114.89.205.126:4022/udp/239.45.1.68:5140
CCTV4,http://114.89.205.126:4022/udp/239.45.0.2:5140
CCTV5,http://114.89.205.126:4022/udp/239.45.1.69:5140
CCTV5+,http://114.89.205.126:4022/udp/239.45.0.34:5140
CCTV6,http://114.89.205.126:4022/udp/239.45.1.70:5140
CCTV7,http://114.89.205.126:4022/udp/239.45.3.56:5140
CCTV8,http://114.89.205.126:4022/udp/239.45.1.71:5140
CCTV9,http://114.89.205.126:4022/udp/239.45.3.4:5140
CCTV10,http://114.89.205.126:4022/udp/239.45.3.8:5140
CCTV11,http://114.89.205.126:4022/udp/239.45.0.18:5140
CCTV12,http://114.89.205.126:4022/udp/239.45.3.10:5140
CCTV12,http://114.89.205.126:4022/udp/239.45.3.124:5140
CCTV13,http://114.89.205.126:4022/udp/239.45.0.19:5140
CCTV14,http://114.89.205.126:4022/udp/239.45.3.125:5140
CCTV14,http://114.89.205.126:4022/udp/239.45.3.23:5140
CCTV15,http://114.89.205.126:4022/udp/239.45.0.20:5140
CCTV15,http://114.89.205.126:4022/udp/239.45.3.126:5140
CCTV16,http://114.89.205.126:4022/udp/239.45.0.10:5140
CCTV17,http://114.89.205.126:4022/udp/239.45.3.251:5140
CCTV17,http://114.89.205.126:4022/udp/239.45.3.52:5140
CCTV世界地理,http://114.89.205.126:4022/udp/239.45.0.46:5140
CCTV兵器科技,http://114.89.205.126:4022/udp/239.45.0.45:5140
CCTV兵器科技,http://114.89.205.126:4022/udp/239.45.1.74:5140
CCTV央视台球,http://114.89.205.126:4022/udp/239.45.0.44:5140
CCTV央视文化精品,http://114.89.205.126:4022/udp/239.45.1.17:5140
CCTV女性时尚,http://114.89.205.126:4022/udp/239.45.0.47:5140
CCTV怀旧剧场,http://114.89.205.126:4022/udp/239.45.0.49:5140
CCTV电视指南,http://114.89.205.126:4022/udp/239.45.1.73:5140
CCTV第一剧场,http://114.89.205.126:4022/udp/239.45.0.51:5140
CCTV风云剧场,http://114.89.205.126:4022/udp/239.45.0.50:5140
CCTV风云足球,http://114.89.205.126:4022/udp/239.45.0.43:5140
CCTV风云足球,http://114.89.205.126:4022/udp/239.45.1.75:5140
CCTV风云音乐,http://114.89.205.126:4022/udp/239.45.0.52:5140
CCTV高尔夫网球,http://114.89.205.126:4022/udp/239.45.0.48:5140
CCTV高尔夫网球,http://114.89.205.126:4022/udp/239.45.1.72:5140
CHC动作电影,http://114.89.205.126:4022/udp/239.45.0.41:5140
CHC家庭影院,http://114.89.205.126:4022/udp/239.45.0.40:5140
CHC家庭影院,http://114.89.205.126:4022/udp/239.45.1.22:5140
CHC高清电影,http://114.89.205.126:4022/udp/239.45.0.42:5140
CHC高清电影,http://114.89.205.126:4022/udp/239.45.1.21:5140
CETV-1,http://114.89.205.126:4022/udp/239.45.1.125:5140
CETV-2,http://114.89.205.126:4022/udp/239.45.1.52:5140
CETV-4,http://114.89.205.126:4022/udp/239.45.0.21:5140
CETV-4,http://114.89.205.126:4022/udp/239.45.1.243:5140


CCTV第一剧场,http://120.210.193.151:8006/120000001002/XMTdyjc/1.m3u8
CCTV风云剧场,http://120.210.193.151:8006/120000001002/XMTfyjc/1.m3u8
CCTV怀旧剧场,http://120.210.193.151:8006/120000001002/XMThjjc/1.m3u8
CCTV世界地理,http://120.210.193.151:8006/120000001002/XMTsjdl/1.m3u8
CCTV央视台球,http://120.210.193.151:8006/120000001002/XMTystq/1.m3u8
CCTV体育赛事,http://120.210.193.151:8006/120000001002/XMTgolf/1.m3u8
CCTV风云足球,http://120.210.193.151:8006/120000001002/XMTfyzq/1.m3u8
CCTV兵器时代,http://120.210.193.151:8006/120000001002/XMTbqsd/1.m3u8
CCTV女性时尚,http://120.210.193.151:8006/120000001002/XMTnxss/1.m3u8
CCTV央视精品,http://120.210.193.151:8006/120000001002/XMTysjp/1.m3u8
CCTV电视指南,http://120.210.193.151:8006/120000001002/XMTdszn/1.m3u8
CHC动作电影,http://120.210.193.151:8006/120000001002/XMTdzdy/1.m3u8
CHC家庭影院,http://120.210.193.151:8006/120000001002/XMTjtyy/1.m3u8
CHC高清电影,http://120.210.193.151:8006/120000001002/XMTgqdy/1.m3u8

CCTV世界地理,http://116.226.36.186:8088/udp/239.45.0.46:5140
CCTV兵器科技,http://116.226.36.186:8088/udp/239.45.0.45:5140
CCTV兵器科技,http://116.226.36.186:8088/udp/239.45.1.74:5140
CCTV央视台球,http://116.226.36.186:8088/udp/239.45.0.44:5140
CCTV央视文化精品,http://116.226.36.186:8088/udp/239.45.1.17:5140
CCTV女性时尚,http://116.226.36.186:8088/udp/239.45.0.47:5140
CCTV怀旧剧场,http://116.226.36.186:8088/udp/239.45.0.49:5140
CCTV电视指南,http://116.226.36.186:8088/udp/239.45.1.73:5140
CCTV第一剧场,http://116.226.36.186:8088/udp/239.45.0.51:5140
CCTV风云剧场,http://116.226.36.186:8088/udp/239.45.0.50:5140
CCTV风云足球,http://116.226.36.186:8088/udp/239.45.0.43:5140
CCTV风云足球,http://116.226.36.186:8088/udp/239.45.1.75:5140
CCTV风云音乐,http://116.226.36.186:8088/udp/239.45.0.52:5140
CCTV高尔夫网球,http://116.226.36.186:8088/udp/239.45.0.48:5140
CCTV高尔夫网球,http://116.226.36.186:8088/udp/239.45.1.72:5140

CGTN,http://ddns.372101.best:9981/stream/channelid/521559553?profile=pass
CGTN俄语,http://ddns.372101.best:9981/stream/channelid/663550322?profile=pass
CGTN法语,http://ddns.372101.best:9981/stream/channelid/1627228847?profile=pass
CGTN西语,http://ddns.372101.best:9981/stream/channelid/1480796528?profile=pass
CGTN记录,http://ddns.372101.best:9981/stream/channelid/1872554528?profile=pass
CGTN阿语,http://ddns.372101.best:9981/stream/channelid/56364424?profile=pass

CGTN,http://220.176.218.35:8888/udp/239.252.219.194:5140
CGTN,http://imzbpfrp.zzmd.fun:8888/rtp/239.3.1.215:4220
CGTN俄语,http://220.176.218.35:8888/udp/239.252.219.67:5140
CGTN俄语,http://imzbpfrp.zzmd.fun:8888/rtp/239.3.1.220:4220
CGTN法语,http://220.176.218.35:8888/udp/239.252.219.65:5140
CGTN法语,http://imzbpfrp.zzmd.fun:8888/rtp/239.3.1.218:4220
CGTN西语,http://220.176.218.35:8888/udp/239.252.219.196:5140
CGTN西语,http://imzbpfrp.zzmd.fun:8888/rtp/239.3.1.217:4220
CGTN记录,http://220.176.218.35:8888/udp/239.252.219.195:5140
CGTN记录,http://imzbpfrp.zzmd.fun:8888/rtp/239.3.1.216:4220
CGTN阿语,http://220.176.218.35:8888/udp/239.252.219.66:5140
CGTN阿语,http://imzbpfrp.zzmd.fun:8888/rtp/239.3.1.219:4220

CHC动作电影,http://116.226.36.186:8088/udp/239.45.0.41:5140
CHC家庭影院,http://116.226.36.186:8088/udp/239.45.0.40:5140
CHC家庭影院,http://116.226.36.186:8088/udp/239.45.1.22:5140
CHC高清电影,http://116.226.36.186:8088/udp/239.45.0.42:5140
CHC高清电影,http://116.226.36.186:8088/udp/239.45.1.21:5140

CETV早期教育,http://imzbpfrp.zzmd.fun:8888/rtp/239.3.1.79:4120
CETV早期教育,http://www.zz49.top:4022/rtp/239.77.0.180:5146v
CETV-1,http://115.171.216.22:4000/udp/225.1.8.169:4120
CETV-1,http://115.171.216.22:4000/udp/225.1.8.32:8152
CETV-1,http://221.220.108.96:4000/rtp/239.3.1.146:4120
CETV-1,http://116.226.36.186:8088/udp/239.45.1.125:5140
CETV-1,http://gslbservzqhsw.itv.cmvideo.cn/000000001000/5000000002000002652/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000002000002652
CETV-1,http://imzbpfrp.zzmd.fun:8888/rtp/239.3.1.57:8152
CETV-2,http://115.171.216.22:4000/udp/225.1.8.193:4120
CETV-2,http://120.210.193.151:8006/120000001002/XMTcetv-2/index.m3u86
CETV-2,http://221.220.108.96:4000/rtp/239.3.1.54:4120
CETV-2,http://116.226.36.186:8088/udp/239.45.1.52:5140
CETV-2,http://imzbpfrp.zzmd.fun:8888/rtp/239.3.1.54:4120
CETV-3,http://115.171.216.22:4000/udp/225.1.8.194:4120
CETV-3,http://221.220.108.96:4000/rtp/239.3.1.55:4120
CETV-3,http://imzbpfrp.zzmd.fun:8888/rtp/239.3.1.55:4120
CETV-4,http://115.171.216.22:4000/udp/225.1.8.195:4120
CETV-4,http://221.220.108.96:4000/rtp/239.3.1.56:4120
CETV-4,http://116.226.36.186:8088/udp/239.45.0.21:5140
CETV-4,http://116.226.36.186:8088/udp/239.45.1.243:5140
CETV-4,http://gslbservzqhsw.itv.cmvideo.cn/000000001000/5000000011000031126/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000011000031126
CETV-4,http://imzbpfrp.zzmd.fun:8888/rtp/239.3.1.56:4120

CETV-1,http://php.jdshipin.com:8880/TVOD/hnyd.php?id=00000001000000060000000000000481
CETV-2,http://php.jdshipin.com:8880/TVOD/hnyd.php?id=00000001000000060000000000000221
CETV-4,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000011000031126
CETV-4,http://php.jdshipin.com:8880/TVOD/hnyd.php?id=00000001000000060000000000000219
CETV早期教育,http://php.jdshipin.com:8880/cqyx.php?id=zaojiaoHD


百事通//
CCTV1,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000001000021973
CCTV1,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000010000030810
CCTV1,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000005000265001
CCTV1,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000004000002226
CCTV1,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000001000018602
CCTV1,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=7780104586873900361
CCTV2,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000001000012442
CCTV2,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000005000265002
CCTV2,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000001000023315
CCTV2,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000011000031101
CCTV2,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=5353323539453949720
CCTV3,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000001000011218
CCTV3,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000002000020548
CCTV3,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000005000265003
CCTV3,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000004000008883
CCTV3,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000001000013682
CCTV3,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=8378175926191110263
CCTV4,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000002000031664
CCTV4,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000005000265004
CCTV4,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000011000031102
CCTV4,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=8183388942203045169
CCTV4,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000005000030093
CCTV5,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000005000265005
CCTV5,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000004000008885
CCTV5+,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000001000020505
CCTV5+,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000005000265016
CCTV5+,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000001000018504
CCTV5+,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000011000031127
CCTV5,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000005000025222
CCTV5,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000003000030177
CCTV5,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000001000004794
CCTV5,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000001000026930
CCTV5,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000010000016619
CCTV6,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000001000016466
CCTV6,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000010000018433
CCTV6,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000005000265006
CCTV6,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000004000008886
CCTV6,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000001000001737
CCTV6,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=6117099895556651277
CCTV7,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000001000017218
CCTV7,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000005000265007
CCTV7,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000001000024341
CCTV7,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000011000031104
CCTV7,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=7050628689018054317
CCTV7,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000005000026715
CCTV8,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000004000008888
CCTV8,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000001000003736
CCTV8,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000001000031433
CCTV8,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000010000018377
CCTV8,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000005000265008
CCTV8,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=8871488051501921127
CCTV9,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000001000028286
CCTV9,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000010000018384
CCTV9,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000005000265009
CCTV9,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000001000014583
CCTV9,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=6275371742726901431
CCTV10,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000004000012827
CCTV10,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000001000026367
CCTV10,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000010000016738
CCTV10,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=7019587760656900133
CCTV10,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000005000265010
CCTV10,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000001000023734
CCTV11,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000002000019789
CCTV11,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000006000040011
CCTV11,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000005000265011
CCTV11,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=6351457414282570521
CCTV11,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000011000031106
CCTV12,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=5325631075193490169
CCTV12,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000001000001640
CCTV12,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000005000265012
CCTV12,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000001000032494
CCTV12,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000011000031107
CCTV13,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=6918130250570453526
CCTV13,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000002000021303
CCTV13,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000005000001827
CCTV13,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000011000031108
CCTV14,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000001000021349
CCTV14,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000010000023358
CCTV14,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000005000265013
CCTV14,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000001000008170
CCTV14,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000004000006673
CCTV14,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=8203666801302077036
CCTV15,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000002000008163
CCTV15,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000005000265014
CCTV15,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000011000031109
CCTV15,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=4832596595465032187
CCTV16,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000006000233002
CCTV16,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000003000000059
CCTV16,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000008000023253
CCTV16,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000006000233001
CCTV17,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000005000056836
CCTV17,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000003000000038
CCTV17,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000005000265015
CCTV17,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000006000268004

卫视频道,#genre#
东南卫视,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/pltv-dongnanstv/1.m3u8
东方卫视,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/HD-8M-1080P-dongfangstv/1.m3u8
北京卫视,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/HD-8M-1080P-beijingstv/1.m3u8
厦门卫视,http://120.210.193.151:8006/120000001002/XMTxmws/index.m3u8
吉林卫视,http://120.210.193.151:8006/120000001002/XMTjlwshd/index.m3u8
四川卫视,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/pltv-sichuanstv/1.m3u8
天津卫视,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/hdtianjinstv/1.m3u8
宁夏卫视,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/ningxiastv/1.m3u8
安徽卫视,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/HD-8M-1080P-anhuistv/1.m3u8
山东卫视,http://120.210.193.151:8006/120000001002/XMTshandongwshd/index.m3u8
广东卫视,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/hdguangdongstv/1.m3u8
广西卫视,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/guangxistv/1.m3u8
江苏卫视,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/HD-8M-1080P-jiangsustv/1.m3u8
江西卫视,http://120.210.193.151:8006/120000001002/XMTjiangxiwshd/index.m3u8
河北卫视,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/pltv-hebeistv/1.m3u8
河南卫视,http://120.210.193.151:8006/120000001002/XMThenanwshd/index.m3u8
浙江卫视,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/HD-8M-1080P-zhejiangstv/1.m3u8
海南卫视,http://120.210.193.151:8006/120000001002/XMThainanwshd/index.m3u8
深圳卫视,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/hdshenzhenstv/1.m3u8
湖北卫视,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/pltv-hubeistv/1.m3u8
湖南卫视,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/HD-8M-1080P-hunanstv/1.m3u8
甘肃卫视,http://120.210.193.151:8006/120000001002/XMTgswshd/index.m3u8
贵州卫视,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/pltv-guizhoustv/1.m3u8
辽宁卫视,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/pltv-liaoningstv/1.m3u8
重庆卫视,http://120.210.193.151:8006/120000001002/XMTchongqingwshd/index.m3u8
陕西卫视,http://hy.baojihzjc.com:9001/rtp/239.111.205.35:5140
